50.0,2013-07-26 07:42:25 UTC,-73.941793,40.798494,-73.920881,40.661755,1,0
11.7,2011-03-19 03:32:00 UTC,-73.990533,40.730522,-73.994752,40.728077,1,1
26.0,2014-05-20 23:09:00 UTC,-73.86279,40.768747,-73.973377,40.756952,1,2
16.5,2014-05-17 15:15:00 UTC,-73.956128,40.767667,-73.98709,40.714812,1,3
7.3,2010-06-08 15:34:33 UTC,-73.991387,40.739037,-73.982936,40.758706,4,4
19.5,2014-05-17 15:15:00 UTC,-74.007777,40.704957,-73.96542,40.754772,1,5
7.3,2010-06-21 21:49:35 UTC,-74.006402,40.73957,-73.987151,40.758347,1,6
6.1,2009-05-27 20:37:00 UTC,-73.995138,40.740028,-74.001063,40.72942,5,7
7.3,2012-07-21 16:39:21 UTC,-73.980111,40.748943,-74.000139,40.742807,1,8
9.3,2011-11-17 12:18:23 UTC,-73.99216,40.754206,-73.985568,40.779029,1,9
7.3,2011-10-05 08:14:00 UTC,-73.95525,40.782907,-73.971897,40.786427,1,10
4.1,2009-07-01 02:30:43 UTC,-74.006865,40.7331,-74.001962,40.740566,1,11
12.9,2010-04-29 12:28:00 UTC,-73.984778,40.74809,-73.962102,40.77933,1,12
14.0,2012-11-19 17:41:00 UTC,-74.00065,40.742262,-73.985577,40.746382,2,13
4.5,2012-07-05 14:18:00 UTC,-73.991008,40.733597,-73.98814,40.728062,1,14
13.5,2014-02-24 18:22:00 UTC,-73.989732,40.702617,-73.989302,40.665585,5,15
9.0,2013-09-17 17:53:18 UTC,-74.001974,40.755638,-74.003489,40.731983,2,16
6.0,2014-12-08 21:50:00 UTC,-73.953072,40.782817,-73.965778,40.773707,1,17
12.1,2012-07-19 06:27:00 UTC,-74.003532,40.748082,-74.014367,40.70458,5,18
5.7,2012-07-19 06:27:00 UTC,-73.985577,40.775417,-73.9839,40.76314,1,19
4.0,2014-03-18 18:57:09 UTC,-73.946754,40.775804,-73.955802,40.779681,1,20
4.5,2009-02-19 08:19:22 UTC,-73.948969,40.773194,-73.954178,40.779269,1,21
13.5,2014-09-04 01:04:22 UTC,-73.939801,40.750197,-73.990497,40.761113,3,22
23.7,2010-04-29 12:28:00 UTC,-74.00044,40.678577,-73.960595,40.775382,1,23
7.5,2013-12-06 14:55:00 UTC,-73.981697,40.778992,-73.968955,40.795962,2,24
13.7,2011-03-19 03:32:00 UTC,-74.003072,40.73339,-73.958163,40.770917,2,25
5.5,2014-11-06 22:25:40 UTC,-73.982352,40.740095,-73.992917,40.744669,1,26
17.7,2011-12-03 10:28:00 UTC,-73.918692,40.743337,-73.978595,40.741227,6,27
4.5,2014-02-02 07:57:44 UTC,-74.006811,40.743983,-73.998941,40.751114,1,28
24.0,2015-03-13 10:26:52 UTC,-73.97491455078125,40.75627136230469,-74.01456451416016,40.709205627441406,1,29
8.9,2009-09-20 14:24:02 UTC,-73.976162,40.765536,-73.994206,40.750603,1,30
4.0,2014-09-09 15:38:23 UTC,-74.000735,40.729027,-74.003292,40.723016,1,31
18.5,2009-07-24 16:36:12 UTC,-73.995564,40.687822,-73.989922,40.732839,1,32
4.5,2014-05-17 15:15:00 UTC,-73.976363,40.765582,-73.966785,40.761795,1,33
17.0,2014-08-19 13:15:50 UTC,-73.970681,40.758318,-74.00206,40.755948,1,34
12.5,2012-02-21 11:53:00 UTC,-73.981052,40.765537,-73.925217,40.758725,1,35
30.1,2011-10-05 08:14:00 UTC,-73.873692,40.7738,-73.974182,40.75824,1,36
15.7,2010-06-23 13:15:48 UTC,-73.986268,40.72198,-73.964738,40.697318,1,37
24.5,2014-04-30 16:45:10 UTC,-73.989434,40.756601,-73.949989,40.826892,1,38
8.1,2010-04-29 12:28:00 UTC,-73.9704,40.762007,-73.987265,40.770362,1,39
23.87,2010-10-10 22:01:56 UTC,-73.862675,40.768967,-73.949583,40.780954,2,40
11.5,2013-03-07 08:19:51 UTC,-73.993218,40.757508,-73.980637,40.737769,1,41
31.5,2013-12-06 20:16:30 UTC,-73.863416,40.770127,-73.790376,40.643787,1,42
8.0,2012-12-28 00:49:42 UTC,-73.971428,40.751288,-73.956985,40.771623,1,43
12.1,2012-04-08 03:32:56 UTC,-73.982749,40.768874,-73.995019,40.722754,1,44
4.0,2014-06-21 20:26:48 UTC,-74.006798,40.719644,-74.013303,40.717575,1,45
10.0,2014-02-24 18:22:00 UTC,-73.995102,40.741627,-74.009845,40.722282,2,46
5.7,2011-08-26 23:29:21 UTC,-73.959312,40.775184,-73.980548,40.782388,2,47
14.5,2014-12-11 06:48:49 UTC,-74.014908,40.718214,-73.981626,40.752118,1,48
8.5,2014-12-12 15:12:38 UTC,-73.980851,40.76417,-73.978272,40.752655,1,49
5.5,2014-02-24 18:22:00 UTC,-73.969367,40.798107,-73.96734,40.807002,1,50
4.5,2014-12-08 21:50:00 UTC,-73.993108,40.741525,-73.987998,40.748197,3,51
3.7,2010-02-25 20:14:00 UTC,-73.981473,40.721057,-73.986888,40.722652,1,52
19.5,2012-12-20 07:34:44 UTC,-74.002837,40.744612,-73.95686,40.784222,1,53
8.0,2013-01-29 05:21:00 UTC,-73.99078,40.75743,-73.974115,40.757557,1,54
9.5,2014-04-15 20:43:11 UTC,-73.984883,40.760608,-73.998896,40.732637,4,55
7.0,2014-10-06 15:16:00 UTC,-73.992255,40.749167,-74.004287,40.730862,1,56
9.7,2009-11-05 06:47:00 UTC,-73.99065,40.761095,-73.968252,40.792288,5,57
4.9,2012-06-29 14:14:58 UTC,-73.957988,40.779427,-73.968212,40.765406,1,58
13.3,2009-05-27 20:37:00 UTC,-73.994135,40.751173,-74.00801,40.706753,5,59
12.9,2009-09-25 03:47:00 UTC,-73.9887,40.731413,-73.952573,40.783547,5,60
7.0,2013-05-16 09:28:05 UTC,-73.979028,40.7472,-73.973317,40.758653,1,61
4.1,2009-05-27 20:37:00 UTC,-73.981202,40.780747,-73.975877,40.786542,1,62
5.7,2012-03-04 00:57:00 UTC,-73.98239,40.744997,-74.000835,40.718215,1,63
15.7,2012-03-04 00:57:00 UTC,-74.003413,40.718998,-73.97616,40.786282,5,64
5.3,2010-08-12 14:15:34 UTC,-73.9798,40.776087,-73.960883,40.775827,1,65
11.0,2015-05-09 10:09:38 UTC,-73.96367645263672,40.76175308227539,-73.98876953125,40.72743225097656,1,66
4.1,2011-10-05 08:14:00 UTC,-74.005205,40.729052,-74.000592,40.720837,1,67
7.5,2014-09-30 08:28:01 UTC,-73.979469,40.763859,-73.980422,40.753571,1,68
14.0,2014-05-22 16:07:24 UTC,-73.989973,40.757396,-74.002809,40.760547,1,69
6.5,2014-05-20 23:09:00 UTC,-73.975677,40.74962,-73.990615,40.75125,1,70
6.1,2009-05-27 20:37:00 UTC,-73.990803,40.71798,-74.000275,40.730498,1,71
3.7,2012-01-29 11:14:09 UTC,-74.00625,40.733237,-74.002293,40.739615,2,72
5.7,2010-02-28 16:00:52 UTC,-74.003472,40.732626,-73.994875,40.723158,1,73
4.0,2013-12-21 06:21:00 UTC,-73.946,40.763577,-73.946,40.763577,1,74
4.1,2011-12-03 10:28:00 UTC,-73.972267,40.763663,-73.96832,40.762425,2,75
6.5,2009-05-27 20:37:00 UTC,-73.98825,40.737748,-74.001563,40.746603,2,76
5.7,2009-10-14 08:20:19 UTC,-74.010204,40.712322,-73.997199,40.722334,1,77
2.9,2010-05-08 07:41:12 UTC,-73.973459,40.779571,-73.979201,40.781808,1,78
10.0,2012-09-25 22:00:07 UTC,-73.969665,40.768446,-73.965074,40.753099,1,79
10.9,2011-10-15 21:17:43 UTC,-73.9778,40.7531,-74.0054,40.7277,2,80
13.0,2014-02-24 18:22:00 UTC,-73.974177,40.75587,-73.991885,40.754632,1,81
7.3,2010-12-19 18:25:51 UTC,-73.967995,40.765737,-73.981012,40.7446,1,82
5.7,2009-09-30 11:33:41 UTC,-73.962846,40.778137,-73.953224,40.776755,1,83
7.8,2009-03-17 04:59:09 UTC,-73.990772,40.745941,-73.979892,40.773873,1,84
6.0,2014-05-20 23:09:00 UTC,-74.007097,40.728957,-74.009992,40.714517,6,85
8.5,2014-12-08 21:50:00 UTC,-73.978927,40.766775,-73.973352,40.748502,1,86
5.7,2010-10-28 09:45:39 UTC,-73.993636,40.752033,-73.984621,40.750208,1,87
8.5,2011-10-05 08:14:00 UTC,-73.987083,40.765922,-73.998263,40.736277,5,88
12.5,2014-04-19 14:08:46 UTC,-74.006266,40.744692,-73.973974,40.779266,1,89
5.7,2012-06-15 11:54:53 UTC,-73.992797,40.724006,-74.003391,40.722572,1,90
12.1,2011-10-05 08:14:00 UTC,-73.95742,40.78562,-73.9866,40.764175,1,91
10.1,2012-01-29 11:14:09 UTC,-73.948941,40.67186,-73.948941,40.67186,1,92
14.0,2014-05-17 15:15:00 UTC,-73.982403,40.75598,-73.987,40.729517,1,93
4.9,2009-05-27 20:37:00 UTC,-74.00369,40.747505,-73.990835,40.739897,1,94
8.9,2011-06-04 21:16:02 UTC,-74.004682,40.712597,-73.994382,40.681816,1,95
10.0,2014-12-08 21:50:00 UTC,-73.97866,40.752247,-73.955233,40.777127,1,96
10.5,2012-12-31 23:06:34 UTC,-73.995551,40.764812,-73.983813,40.739195,1,97
5.3,2009-11-14 12:47:58 UTC,-73.988812,40.736548,-73.978862,40.736297,2,98
4.9,2012-02-21 11:53:00 UTC,-73.971967,40.74562,-73.977962,40.748305,1,99
6.0,2013-06-25 20:34:47 UTC,-74.008558,40.745348,-73.995798,40.750448,1,100
